Media channel;z_Real users;z_ATS [s];z_Views per real user;z_Time per view [s];z_Time per visit [s]
aktualne.cz;-0,1174109390421726;-0,5449718224527899;-0,9579097121211483;0,8881394882463187;0,2864158953852554
blesk.cz;-0,8047465706143468;-0,3641950673449499;-0,20917566031959714;-0,40003174939576797;0,8681326732637841
denik.cz;0,9510536188521576;-0,7690593927251625;-0,9241183992536766;-0,15417802034806752;-1,3017793370915838
expres.cz;-1,8393197683084324;-1,1109425499401397;-1,1771839684104926;-1,1073601750974553;-1,161722049564287
extra.cz;-0,6990217559020179;-0,8459697680156263;-0,18516980063083058;-1,3321288008027945;-1,0465395668577127
idnes.cz;0,91282358867455;0,3702100410149474;2,101333633641424;-1,0439274512087395;1,5912068868538598
novinky.cz;1,5607120066365536;2,3350650569273492;1,1519896681072272;1,6731076711025334;1,1689919882605544
sport.cz;-0,3645711598189708;0,40514146265303425;0,13077368189448718;0,5837923783406017;-0,053249805279207495
super.cz;0,4004809795226772;0,5247220398833391;0,06946055709260728;0,8925866591633707;-0,3514566849706653
