Media channel;Engagement index;Size index
novinky.cz;1,7007945575524352;1,9285549572966552
idnes.cz;0,6191112434766111;0,961794074826396
super.cz;0,40477530406480317;0,3277007418095792
denik.cz;-0,7535972388168412;0,05358055553737466
sport.cz;0,33530746715016146;-0,19044129071044338
aktualne.cz;-0,18890577901755842;-0,42839894539072615
blesk.cz;-0,12446423106302629;-0,6541981176610645
extra.cz;-0,8426994474195599;-0,6747101092644172
expres.cz;-1,1503218759270253;-1,3238818664433538
