Media channel;Real users;ATS [s];Views per real user
aktualne.cz;3,0037846666666663;1320,3229157541666;17,8379376175
blesk.cz;2,2335426666666667;1618,2461108516666;35,0450716525
denik.cz;4,201127333333333;951,02275392;18,614517296666666
expres.cz;1,0741793333333332;387,5934430733334;12,798656300833334
extra.cz;2,35202;824,273135425;35,59676560083333
idnes.cz;4,158286;2828,5583340575;88,14435705916667
novinky.cz;4,884322666666667;6066,673123178333;66,32687884916668
sport.cz;2,726812;2886,1259164466665;42,85766396416667
super.cz;3,5841446666666665;3083,196760089167;41,44858799916667
